Unnamed: 0,Player,Team,Age,Height,Weight,Position,Goals,Assists,YellowCards,RedCards,PassCompletionRate,DistanceCovered,Sprints,ShotsOnTarget,TacklesWon,CleanSheets,PlayerFatigue,MatchPressure,InjuryHistory,TrainingHours,FatigueInjuryCorrelation,PressurePerformanceImpact,EffectiveTraining,Season
194,Player C,Team B,23,166.3965298,105.4213025,Midfielder,29,,7,0,88.63297326,6.609572843,96,1,16,3,0.339029791,39,0,7.144963268,1.022234328,2.1,,2020
226,Player A,Team C,19,166.9043645,85.42037343,Midfielder,3,5,0,4,55.46902459,7.055781556,4,5,15,3,0.313367694,21,5,6.486167968,0.147854712,16.5,45.1733681,2020
4929,Player C,Team C,35,192.2444727,85.52768276,Midfielder,17,8,9,1,76.09715091,8.170196058,98,6,4,3,0.919208031,13,6,7.205464108,0,4.722222222,195.3053648,2022
332,Player D,Team B,20,,84.004888,Forward,270,5,6,4,,5.935339629,42,13,25,4,0.187903589,34,3,19.84823921,0.933319649,1.428571429,623.777556,2022
3125,Player D,Team A,27,192.8270153,,Defender,12,8,4,3,55.43377275,7.228074301,7,14,4,3,0.606731725,39,2,11.26982036,1.429653653,7.153846154,264.381712,2020
1374,Player C,Team C,19,191.7436479,113.2914579,Midfielder,3,,8,3,62.61255512,13.20547218,53,6,0,9,0.247231074,93,2,7.834628021,1.212410705,4,174.1868048,2019
623,Player B,Team B,18,,63.04837898,Forward,,,1,1,59.62451845,14.84837896,2,13,21,2,0.853284799,77,4,15.60398045,0.609982865,5.75,317.9506524,2021
814,Player D,Team B,34,187.0876289,,Forward,17,0,3,2,62.4071428,12.80576311,71,8,16,5,0.676141789,18,5,16.26038088,4.530779153,1.944444444,199.2462561,2019
3188,Player B,Team B,37,,87.04141707,Goalkeeper,190,10,5,0,,11.5949867,67,13,11,9,0.828555598,96,4,9.86387001,0.89378957,4.15,145.3035487,2020
199,Player C,Team C,25,180.2957638,78.35882513,Forward,,8,8,1,61.38746972,8.605197209,12,10,11,4,0.863935807,20,1,7.323679106,6.086086887,,,2019
885,Player A,Team A,29,160.0856368,,Forward,13,,1,3,66.14713505,14.41916712,38,6,8,3,0.178544662,14,7,14.77498994,0.335509167,5.214285714,,2019
920,Player A,Team A,34,179.6724529,97.91143339,Midfielder,8,0,1,2,81.66940787,7.091366173,32,6,12,6,0.19892978,60,4,15.12331523,4.507138132,9.333333333,97.67673922,2022
2807,Player C,Team C,29,190.560505,93.6734923,Defender,17,1,7,4,81.76000899,10.12050778,54,9,14,2,0.436246026,81,7,17.33257011,6.906664349,2.888888889,222.5984154,2022
1638,Player A,Team A,34,,,Goalkeeper,20,3,0,4,74.75876252,9.012002556,5,1,1,0,0.992483502,96,5,5.851267733,0.162454951,3.285714286,212.0747465,2019
3409,Player A,Team A,38,198.146258,104.6578083,Goalkeeper,170,,0,2,96.06374172,13.12505342,41,9,6,8,0.880421903,78,4,10.66772064,5.827231886,1.5,371.3309517,2022
3730,Player B,Team C,27,,,Forward,23,17,3,0,69.54343545,8.349372011,67,0,25,2,0.955980059,23,3,5.598535138,1.024184982,2.958333333,492.7807067,2020
3725,Player D,Team B,31,180.1830787,53.10168679,Midfielder,3,,5,2,81.10648388,12.22828687,59,8,14,4,0.928630562,1,5,13.82812979,7.247302573,20.75,126.5225474,2020
1090,Player D,Team B,18,183.6119629,81.72213883,Defender,,,9,1,82.74167941,14.85760342,92,9,25,5,0.430343174,53,2,9.48182808,1.716012462,,,2020
2092,Player B,Team B,26,177.7458259,,Defender,26,15,1,2,51.92089471,10.41794631,11,13,3,0,0.565863074,15,7,11.2297136,0.187567919,2.851851852,385.8345766,2022
814,Player D,Team B,34,187.0876289,98.39705117,Forward,,0,3,2,62.4071428,12.80576311,71,8,16,5,0.813829132,58,7,13.89331107,4.530779153,1.944444444,199.2462561,2021
3543,Player B,Team C,25,,100.0660503,Goalkeeper,24,12,2,2,92.18616546,8.284591923,92,2,26,6,0.253501016,29,6,18.30909982,0.655228342,1.56,304.874749,2022
3,Player C,Team C,29,184.567349,50.95230768,Forward,13,1,3,3,99.74274028,8.52357629,58,5,3,4,0.598658484,37,4,19.34721646,0.077486774,2.142857143,271.3479107,2021
534,Player C,Team A,25,,82.79828649,Defender,,2,5,0,74.39409901,8.796471772,21,2,21,3,0.768987415,36,1,13.35615263,3.817974709,2.730769231,346.50104,2019
3928,Player A,Team B,25,,,Midfielder,20,5,4,1,76.79932365,9.991984852,82,4,28,1,0.688045557,80,7,15.74599776,2.951818211,0.666666667,446.4668564,2021
3992,Player D,Team A,19,183.8376638,109.035279,Midfielder,18,7,0,2,91.25093363,8.770439496,16,1,18,9,0.245631574,80,5,19.90153927,1.335859581,1.842105263,488.2305023,2021
4810,Player A,Team C,19,169.8091983,101.248386,Defender,,,4,3,93.5948048,13.76186653,56,10,0,3,0.168810006,77,9,14.73034677,2.177581859,0.111111111,,2020
1117,Player A,Team B,37,181.9095964,59.06686269,Goalkeeper,14,15,7,4,,10.07163686,24,2,12,0,0.877460863,61,8,11.94855104,1.364018388,2.266666667,404.0648097,2019
4857,Player C,Team A,29,183.13893,,Goalkeeper,18,19,0,2,87.89207313,9.13785239,7,4,1,6,0.191873184,80,6,16.81763864,0.89694633,0.421052632,424.9857732,2021
3521,Player A,Team C,38,397.945411,95.19834679,Midfielder,140,6,7,1,85.17231938,10.28552512,98,11,29,5,0.171273411,46,5,15.46665644,1.845823188,6.6,118.0561262,2021
2745,Player B,Team B,19,191.3909728,118.0155423,Goalkeeper,,6,3,0,86.6641272,10.36083113,21,6,23,9,0.321686369,76,2,6.946997012,0.2537695,4.894736842,177.7266965,2021
3930,Player D,Team B,29,,93.26227389,Forward,6,,1,1,,13.02437693,88,14,14,7,0.508479035,94,7,14.39793158,1.581622087,3.857142857,,2021
2693,Player D,Team B,19,161.569743,50.29380126,Midfielder,23,,6,2,,13.14265521,67,11,3,2,0.464095159,1,3,13.67751727,0.524232471,2.458333333,731.6512374,2019
3347,Player C,Team C,26,190.5825487,65.2433833,Goalkeeper,9,14,7,0,71.10401422,9.48414474,3,5,22,6,0.202254181,12,1,15.6482217,4.837820423,7,257.1847017,2019
4870,Player D,Team B,24,,,Goalkeeper,280,14,1,2,73.62407359,9.071444525,56,4,3,0,0.166829705,19,5,11.16285129,0.515873049,0.227758007,4001.663797,2021
2700,Player A,Team A,24,164.2311563,108.2740742,Defender,6,11,0,0,76.84887462,8.532415152,57,9,7,5,0.521296048,85,7,5.877976089,2.801051279,13.42857143,264.2078628,2020
2985,Player B,Team A,36,,,Defender,1,16,9,3,52.47017738,13.03827932,14,12,1,4,0.330792991,65,9,6.218876219,7.759628028,4.5,307.2682354,2020
3292,Player A,Team C,34,184.4522207,108.0120986,Midfielder,1900,18,9,0,,9.721379402,74,4,29,9,0.389404939,62,5,6.473697613,0.686943013,0.371727749,4001.21,2019
4436,Player C,Team A,34,,84.40179005,Defender,,,4,3,59.54290439,11.85944986,36,12,1,6,0.105650345,11,5,19.29169289,0.226210539,,,2022
2577,Player A,Team B,30,192.4328215,,Goalkeeper,28,,2,2,88.70591448,9.941001494,74,13,26,3,0.192016251,74,4,18.74333888,0.9179192,0.24137931,178.6190027,2021
107,Player D,Team B,24,167.2261961,,Midfielder,0,14,8,0,,6.10539636,76,1,4,2,0.015838071,64,4,8.933339688,0,55,188.9107931,2020
2797,Player D,Team B,33,189.6323746,86.10152731,Defender,140,4,5,2,81.90754531,5.072244647,34,1,14,7,0.022568583,16,9,14.24813631,3.248135826,0.425531915,2693.201343,2021
2849,Player B,Team C,20,,105.0317895,Defender,16,15,9,0,56.70096479,13.17411349,56,7,19,7,0.358578462,30,5,9.203302304,0.741518105,0.470588235,598.5366158,2020
635,Player B,Team C,30,163.7697227,65.16789708,Forward,6,,5,1,60.37790844,7.895643133,18,5,16,8,0.839998223,66,5,18.81237192,5.202233722,3.428571429,211.7067735,2020
2720,Player B,Team A,33,,105.3355867,Forward,7,1,3,4,,12.66451415,27,13,29,4,0.30963181,43,7,15.47791344,1.570746226,7.875,86.46227367,2019
652,Player C,Team A,38,169.2934218,118.9406158,Goalkeeper,,2,7,4,86.26364457,10.41136352,45,3,25,5,0.586841118,35,6,19.23289475,0,4.538461538,218.9357025,2020
4157,Player D,Team B,24,,93.91905779,Forward,,3,6,1,,11.64274857,63,9,24,6,0.851150735,29,4,6.831195164,1.102151813,6.1,139.3310362,2020
3185,Player B,Team A,25,177.8339854,95.51246882,Goalkeeper,1,6,9,2,55.29612273,9.825735708,33,0,27,3,0.535553815,34,0,15.59251014,2.079172847,34,139.3287649,2021
4742,Player D,Team C,30,398.9118861,238.8738919,Midfielder,27,12,7,2,112.7382325,12.77878911,2,0,5,7,0.762187511,42,4,5.618827405,2.723212831,1.428571429,451.9019267,2022
2724,Player A,Team B,30,190.5074468,,Defender,,16,8,3,109.3895845,9.718307642,74,8,10,6,0.398005293,21,3,5.201899294,2.693372477,4.384615385,403.7468395,2020
4149,Player D,Team C,29,,,Goalkeeper,,,6,1,,8.254963242,56,7,6,6,0.02371636,94,6,14.23088577,2.302250313,,,2022
1135,Player C,Team A,37,175.5819666,111.0145739,Goalkeeper,19,,4,4,,11.57141963,28,2,21,5,0.076130859,23,4,17.19350897,0,3.25,,2021
4243,Player C,Team A,21,168.8665537,118.7245722,Defender,,16,2,4,79.91893117,14.15702922,24,12,16,0,0.454183663,67,6,7.884390017,3.308535554,3.333333333,366.9433469,2019
4460,Player B,Team A,38,194.4653042,81.32504883,Forward,1100,18,0,0,64.35358743,6.632877555,69,12,1,5,0.750669014,77,9,6.123981288,3.98007623,0.459459459,2485.375417,2021
4777,Player D,Team A,38,171.9140005,110.033225,Goalkeeper,6,13,5,2,113.8935073,8.229939515,46,6,0,9,0.30781915,81,7,14.69335292,6.874222906,1.571428571,129.6713478,2021
3862,Player C,Team B,19,,,Defender,1,12,8,1,89.33580012,5.278697714,75,5,24,6,0.373457945,19,1,8.458625827,3.764332346,0.5,200.2480081,2022
3069,Player B,Team A,21,185.7172483,109.9888664,Goalkeeper,18,16,4,0,89.74494553,13.9191923,55,8,11,3,0.415107177,13,1,11.14737167,0.107207611,2.684210526,629.5928197,2022
2695,Player B,Team B,25,,50.28424104,Goalkeeper,170,0,2,3,60.28987825,7.490129466,30,11,12,0,0.544108624,40,9,17.21842747,4.163960493,1.944444444,142.2146624,2020
4760,Player C,Team C,18,334.0363976,,Forward,240,12,2,1,68.47754881,9.951022633,62,14,18,8,0.504502924,99,4,11.08818662,1.975696294,1.32,532.6344056,2022
4838,Player D,Team A,23,161.9536649,118.9966216,Defender,14,,3,2,,14.56859485,53,10,0,6,0.347737836,74,0,11.51592914,4.098028772,2.666666667,,2019
2358,Player B,Team B,25,191.1358246,,Forward,11,2,3,1,77.30687523,14.00232873,19,2,11,5,0.533967473,66,6,14.964524,0.418708424,1.583333333,65.59439858,2021
2935,Player A,Team B,23,165.711394,,Midfielder,170,4,4,1,74.01661969,8.400526108,47,7,10,9,0.167321304,68,3,17.70066683,1.432069084,5.222222222,365.8439258,2022
3734,Player B,Team A,37,197.0600248,,Goalkeeper,7,3,8,2,98.26757122,6.814467593,61,11,25,4,0.750790231,69,4,18.33191365,3.497936824,2.75,139.3230085,2019
149,Player D,Team B,18,,,Goalkeeper,210,11,9,1,,5.817593684,60,12,21,1,0.278646464,97,6,8.825535045,0,0.469194313,1487.299113,2019
1433,Player D,Team B,24,,105.2789601,Midfielder,2,5,9,3,68.26117327,8.248419905,77,8,23,8,0.666864258,16,0,15.91509773,0.844051212,19,68.60333597,2021
4621,Player C,Team A,38,187.9751546,114.6768437,Defender,130,,6,2,,7.883303625,64,13,24,8,0.76465095,63,9,8.503996561,0,0.709923664,,2020
4241,Player C,Team A,29,178.5815385,114.8242961,Defender,,9,3,4,,8.217300413,14,1,0,4,0.395937226,31,3,14.31136763,7.440228859,1.347826087,396.4502495,2019
3719,Player B,Team B,32,173.8081612,96.94814353,Defender,,,2,1,64.85644393,10.57941982,28,2,20,9,0.261048526,6,7,13.96875288,4.977215797,,,2022
1333,Player D,Team A,31,164.71916,92.58083296,Midfielder,150,14,6,2,62.15267457,9.85236617,16,3,26,3,0.996333916,96,6,10.94702181,0.091651664,0.430463576,1289.583709,2019
3731,Player D,Team C,21,187.0057542,69.78589569,Forward,28,,9,3,89.23979251,13.60443135,15,14,14,6,0.002632156,15,6,16.03570026,4.283929155,2.965517241,,2022
4769,Player C,Team B,28,177.014211,116.7293474,Defender,26,13,4,1,63.55818455,8.362247808,99,4,2,5,0.345579586,79,8,12.42415494,1.466587459,1.222222222,264.1759893,2022
2714,Player B,Team C,26,183.5517812,82.00825632,Defender,9,8,7,0,73.61045294,5.70373513,7,0,16,1,0.33966062,88,4,6.681065758,2.693025053,9.3,118.8569992,2021
3859,Player A,Team B,29,175.7100073,76.89324064,Forward,,17,0,4,89.67150325,13.65721031,18,4,12,4,0.877489242,46,5,13.08007588,1.347488177,2.5,286.401954,2019
2665,Player A,Team A,33,357.902669,,Midfielder,,17,1,0,,11.44731594,58,11,29,2,0.36229349,62,1,16.39358288,7.690874056,0.8,572.4672136,2022
4825,Player B,Team C,33,,101.4820076,Midfielder,11,2,1,4,98.84744726,8.504940752,53,13,12,1,0.159879763,84,0,8.736392817,1.189328413,1.333333333,231.7733249,2022
2503,Player B,Team C,39,,116.7896656,Defender,,6,8,3,,9.449239573,45,3,6,9,0.401653126,25,1,12.37138745,2.22529145,0.454545455,1323.2636,2021
4936,Player A,Team C,30,,79.57733484,Midfielder,,,3,3,,7.783687764,34,4,27,0,0.408699562,63,5,12.62140487,2.248957249,4.888888889,,2021
228,Player A,Team B,22,178.0361461,83.01569609,Goalkeeper,21,,7,2,119.8671207,9.533195984,8,7,0,3,0.652264006,82,6,8.656642665,1.592925506,3.5,539.8268301,2021
2357,Player C,Team B,37,183.547559,,Midfielder,7,,4,1,95.38131974,5.635152373,90,8,2,4,0.722311168,76,9,18.45630284,7.57826642,1.5,,2022
287,Player A,Team A,35,185.3622022,82.11101769,Midfielder,8,0,0,2,,8.746984004,66,13,7,4,0.542644635,66,9,10.51090489,3.019625164,10,152.7047096,2022
4815,Player D,Team C,26,191.2090767,116.5983861,Forward,7,1,5,3,80.6228378,9.05104794,66,10,0,1,0.738546053,8,9,9.442440954,0.568387884,8.625,49.37361171,2021
2722,Player D,Team A,26,191.7000673,100.6777512,Midfielder,25,12,9,4,87.46442708,10.20053833,15,0,27,2,0.780376124,40,4,7.070219082,0.266797585,1.5,595.6556978,2022
3762,Player C,Team A,22,164.0132421,75.08815671,Defender,,,6,1,67.96748551,14.48881849,17,4,29,7,0.531454914,52,8,7.981287158,1.582740175,0.107142857,,2021
1654,Player B,Team C,20,187.1551293,53.98670071,Goalkeeper,20,19,2,4,81.78201447,12.63683871,38,14,13,5,0.087642747,92,8,7.888965249,2.313771931,2.571428571,645.2778573,2021
886,Player A,Team C,34,175.2096467,50.74251964,Midfielder,,5,4,4,73.61436709,13.03433294,25,11,1,8,0.344596596,67,5,10.18803938,3.538340687,1.695652174,279.8486769,2022
1999,Player A,Team C,33,172.5790654,,Defender,17,,9,1,99.80483559,10.50584496,12,10,17,6,0.874398032,10,8,12.23894657,2.277620506,0.5,257.9275925,2021
4489,Player A,Team A,20,,87.54604166,Forward,26,19,8,0,77.44669082,14.52356382,15,0,6,0,0.563892921,72,4,13.81653301,0,1.481481481,813.2840008,2022
4603,Player D,Team C,37,198.8862604,65.07953325,Goalkeeper,0,,1,3,88.16819887,7.315299073,63,9,23,7,0.749217165,42,3,5.45154187,0,13,,2021
4872,Player A,Team A,24,,56.38696759,Defender,26,8,6,0,91.96726278,5.898374095,25,3,27,9,0.196688197,23,5,5.635076705,1.116560344,1.037037037,613.0918783,2021
1550,Player A,Team B,36,,111.2989561,Goalkeeper,7,17,5,1,50.3926098,14.17948666,30,9,24,3,0.700865697,8,8,10.20035566,0.505997745,2.75,477.1123315,2020
4746,Player B,Team B,18,181.5773742,61.51940136,Goalkeeper,27,15,2,1,63.73981483,14.20155584,69,0,6,1,0.189875329,53,1,9.741605827,3.419121855,0.535714286,275.7840695,2020
2743,Player A,Team C,35,167.8335697,114.6258115,Goalkeeper,13,17,8,2,,8.433781745,34,12,26,9,0.140802949,47,9,6.962661562,6.728689631,0.5,346.8816424,2021
2101,Player A,Team C,34,,98.90188007,Midfielder,,17,3,0,77.67422731,10.95097817,73,2,6,7,0.037784507,15,3,12.46669868,2.06360869,,,2020
4815,Player D,Team C,26,191.2090767,116.5983861,Forward,7,1,5,3,80.6228378,9.05104794,66,10,0,1,0.934795517,61,0,10.54859348,0.568387884,8.625,49.37361171,2021
490,Player D,Team A,19,330.870892,92.19913228,Defender,17,7,9,4,69.70134517,5.102364313,56,8,16,7,0.771473345,57,9,8.71558832,0,3.222222222,283.1410793,2020
779,Player C,Team A,23,194.9353666,212.0221531,Defender,0,19,3,1,,12.60424178,37,4,17,4,0.622549396,50,0,13.15565395,2.903496749,39,107.0544892,2020
3196,Player D,Team C,33,,89.78528277,Forward,110,15,5,3,67.51661752,14.47798739,44,11,12,3,0.668753254,59,5,5.399865874,0,2.583333333,484.1260374,2019
1096,Player B,Team C,25,196.0385398,90.2903988,Goalkeeper,27,6,8,1,,9.978738456,92,6,19,2,0.243467044,45,1,12.21940404,6.083806692,1.392857143,616.0639812,2021
3727,Player B,Team B,29,185.1233391,90.03130015,Goalkeeper,19,2,8,0,87.84953778,10.46177733,19,8,27,9,0.470816419,46,1,14.02503181,8.158674658,4.5,167.7244907,2021
290,Player A,Team C,34,,54.56786324,Defender,,4,0,4,78.79109183,11.27028709,30,3,7,5,0.490312489,3,7,7.370728739,2.2554438,1.166666667,81.56793929,2022
2561,Player D,Team B,28,184.9403124,171.3677543,Forward,26,2,5,3,80.2071504,6.356169733,54,8,15,7,0.707086477,88,0,10.53903234,0.422851118,0.296296296,396.506185,2022
3855,Player A,Team B,38,353.3336067,,Midfielder,25,4,3,2,,14.56456957,1,8,3,0,0.076803048,94,7,8.723802973,0.61845924,3.538461538,209.3373853,2022
4177,Player C,Team B,32,174.4591334,108.7420967,Forward,,8,4,4,75.36283048,13.43463337,54,3,1,3,0.812473821,21,7,19.34790124,0,0.181818182,2286.614004,2021
606,Player C,Team C,20,,57.01003014,Defender,5,14,0,1,88.22912979,6.39432963,17,2,1,7,0.206333718,5,3,13.73684196,0.573390785,6.166666667,319.8509513,2021
2515,Player D,Team C,18,,76.42483964,Goalkeeper,16,4,3,4,54.64633168,8.556092739,57,4,15,4,0.804374414,93,3,8.089318388,1.068678508,5.470588235,173.8210749,2021
730,Player C,Team A,24,185.1741977,56.19633368,Goalkeeper,21,19,1,2,55.96622949,6.357126953,7,4,15,1,0.805580826,77,1,14.30506662,0.279691519,0.454545455,750.0387717,2019
4489,Player A,Team A,20,,87.54604166,Forward,26,19,8,0,77.44669082,14.52356382,15,0,6,0,0.563892921,72,4,13.81653301,0,1.481481481,813.2840008,2019
2261,Player D,Team C,30,345.7866649,,Forward,90,17,0,3,67.71398854,6.810100043,45,6,28,0,0.487900195,72,2,6.789678703,0.60259116,1.1,502.5311148,2022
4354,Player C,Team C,18,,111.6053696,Goalkeeper,27,,6,4,77.25786206,10.69717393,97,3,2,1,0.89674655,58,8,17.69890036,0,2.964285714,517.716415,2019
4561,Player B,Team B,34,161.0392917,99.57371566,Defender,16,4,0,2,73.33843889,9.633865494,25,3,27,1,0.287221209,46,3,11.57830072,0,4.529411765,353.5323495,2020
3190,Player B,Team B,27,164.1207678,89.8644287,Goalkeeper,11,,0,1,68.82196684,9.815237475,81,5,17,2,0.307795832,43,4,17.2822908,4.216319448,5.583333333,323.4179399,2020
4917,Player D,Team A,24,197.0685138,105.0110138,Goalkeeper,25,16,6,3,82.51987527,13.09206053,36,2,0,0,0.372082255,51,2,5.04906388,0.996058694,3.384615385,777.2931016,2022
2594,Player A,Team C,39,,72.51087583,Forward,12,0,0,1,50.80957428,5.532711634,16,4,12,9,0.30521453,29,3,7.587583358,0,5.384615385,153.7253761,2019
4445,Player A,Team C,32,182.3179497,67.53511178,Goalkeeper,24,13,3,2,79.46646265,7.614854367,83,1,10,7,0.978220669,63,7,13.3888702,1.163761353,2.92,696.0199694,2020
4415,Player A,Team B,34,182.1178757,,Forward,,19,4,0,,8.231976478,43,6,21,4,0.495653921,85,9,13.86728439,5.36392178,4.238095238,673.3979716,2021
4797,Player B,Team C,31,167.4822734,114.4957182,Midfielder,,6,7,1,,12.98679467,67,10,22,8,0.266794549,27,9,5.756934548,0.024856264,0.5625,254.3673673,2020
2176,Player D,Team C,22,184.3475011,,Forward,19,8,9,1,50.43655379,14.66937065,44,8,6,4,0.279276088,15,3,5.664402896,1.739815382,0.8,339.4644432,2022
2757,Player D,Team B,33,190.8723911,,Goalkeeper,17,3,4,2,57.0293848,7.38969204,15,12,23,0,0.890141137,27,1,13.81438518,0.399528038,2.5,312.0534288,2021
121,Player A,Team C,38,,60.91483765,Midfielder,70,4,4,0,63.90351278,13.02431622,0,3,6,1,0.647720054,75,5,8.41160884,0.464045154,7.375,134.3893823,2021
3004,Player A,Team B,20,162.590888,,Forward,50,7,3,4,90.0211687,14.20988249,85,8,15,3,0.756926845,11,5,19.17553603,0,6,114.3416522,2020
4012,Player B,Team A,23,166.6969179,60.35377954,Forward,13,8,7,2,83.29385725,8.807232614,28,14,17,5,0.697163692,15,0,10.56512581,8.753722051,5.714285714,297.5578301,2022
1242,Player C,Team C,22,,54.96355456,Midfielder,,,7,4,99.28121969,10.68249538,31,14,12,9,0.677073713,18,8,14.42256719,3.904085195,,,2020
2856,Player B,Team C,26,164.2230257,,Midfielder,17,18,4,4,,9.735828996,57,7,2,6,0.220852783,71,3,5.180077001,4.244840926,0.833333333,353.3438886,2020
872,Player B,Team C,20,187.5691895,84.2050728,Forward,28,17,0,4,53.36781082,7.937782064,19,3,11,7,0.643999543,86,4,13.85737018,0.317387392,1.413793103,799.9973383,2022
385,Player D,Team B,25,187.7188718,,Goalkeeper,20,9,6,2,106.0031344,13.56953758,13,14,10,2,0.211006692,8,1,5.989940045,5.182194373,4.333333333,253.7329886,2019
566,Player B,Team C,37,369.5481045,90.78206557,Forward,5,2,9,0,64.6339936,14.24604915,90,14,26,5,0.337202035,67,4,9.1586456,0.801873505,0.833333333,96.43586763,2019
4333,Player A,Team C,37,172.5002183,67.65674534,Forward,,8,2,4,91.26268992,13.67305765,10,6,29,3,0.133515551,15,7,8.689897012,1.240739733,,,2020
1227,Player D,Team C,26,,79.302363,Goalkeeper,26,9,6,4,84.45698184,10.59482759,59,6,20,5,0.274215202,29,1,6.869068544,2.852673829,3.481481481,515.2667999,2019
4736,Player C,Team A,31,164.7640023,59.06876164,Defender,90,,7,0,99.82238225,11.15805088,52,0,23,7,0.512392821,5,5,10.93675921,1.221229748,2.2,336.1718471,2021
4666,Player B,Team A,33,185.453925,63.24647177,Defender,40,15,3,3,,14.4194351,79,8,18,6,0.105401377,24,0,16.79162447,3.254479428,1.487804878,581.2362359,2022
1234,Player B,Team C,24,190.4828661,,Defender,,1,0,3,84.17592274,14.34463175,87,8,22,0,0.651666825,75,8,9.620544124,0,,,2019
2808,Player A,Team C,27,171.6978184,66.25249851,Midfielder,11,18,7,2,98.03893381,8.12918979,3,1,17,0,0.476900106,88,3,17.29834075,2.203819383,7.666666667,258.5530244,2022
3333,Player D,Team A,28,171.9114829,54.50750625,Forward,7,,7,0,,12.87206427,91,5,0,8,0.1949752,66,0,18.08028134,6.553779721,3,,2019
2305,Player A,Team A,32,,,Defender,700,4,2,0,59.47131177,5.250458085,42,5,29,9,0.397015041,28,2,7.593412173,0.032110569,0.309859155,555.0316569,2020
